source,judge,advocate,ruling_title,chamber,ruling_name,ruling_type,ruling_content,case_label,ecli,lodge_date,document_date,country,main_subject
62009CO0345,Ó Caoimh,Jääskinen,Order of the Court (Sixth Chamber) of 9 February 2011,Sixth Chamber,  O, Fokkens,  Application for interpretation - Inadmissibility,  Case C-345/09 INT,ECLI identifier: ECLI:EU:C:2011:57,10/12/2010,9/2/2011,Netherlands,CIT
62009CO0521,Ó Caoimh,Mengozzi,Order of the Court (Eighth Chamber) of 1 October 2013,Eighth Chamber,  Elf Aquitaine SA v European Commission,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-521/09 P-DEP,ECLI identifier: ECLI:EU:C:2013:644,14/01/2013,1/10/2013,France,CONC
62010CO0448,Ó Caoimh,Mazák,Order of the Court (Sixth Chamber) of 6 October 2011,Sixth Chamber,  ThyssenKrupp Acciai Speciali Terni SpA (C-448/10 P); Cementir Italia Srl (C-449/10 P) and Nuova Terni Industrie Chimiche SpA (C-450/10 P) v European Commission,Check EUR-LEX webpage,Check EUR-LEX webpage,  Joined cases C-448/10 P to C-450/10 P,ECLI identifier: ECLI:EU:C:2011:642,10/9/2010,6/10/2011,Italy,CONC
62011CO0161,Ó Caoimh,Jääskinen,Order of the Court (Sixth Chamber) of 22 June 2011,Sixth Chamber,  Cosimo Damiano Vino v Poste Italiane SpA,  Reference for a preliminary ruling: Tribunale di Trani - Italy,  Articles 92(1); 103(1) and 104(3) of the Rules of Procedure - Social policy - Fixed-term employment contracts - Public sector - First or only contract - Derogation from the obligation to state objective reasons - Non-discrimination principle - Lack of connection to European Union law - Clear lack of jurisdiction of the Court,  Case C-161/11,ECLI identifier: ECLI:EU:C:2011:420,1/4/2011,22/06/2011,Italy,CONC
62010CO0020,Ó Caoimh,Jääskinen,Order of the President of the Sixth Chamber of the Court of 11 November 2010,,  Vino Cosimo Damiano v Poste Italiane SpA,  Reference for a preliminary ruling: Tribunale di Trani - Italy,  Article 104(3) of the Rules of Procedure - Social policy- Directive 1999/70/EC -Clauses 3 and 8 of the framework agreement on fixed-term work - Fixed-term employment contracts in the public sector - First or single use of a contract - Obligation to state the objective reasons - Elimination - Reduction in the general level of protection of employees - Principle of non-discrimination - Articles 82 EC and 86 EC,  Case C-20/10,ECLI identifier: ECLI:EU:C:2010:677,7/12/2009,11/11/2010,Italy,CONC
62006CO0273,Ó Caoimh,Mazák,Order of the Court (Seventh Chamber) of 26 January 2007,Seventh Chamber,  Auto Peter Petschenig GmbH v Toyota Frey Austria GmbH,  Reference for a preliminary ruling: Handelsgericht Wien - Austria,  First subparagraph of Article 104(3) of the Rules of Procedure - Competition -Distribution agreement relating to motor vehicles - Block exemption - Regulation (EC) No 1475/95 - Article 5(3) - Termination by the supplier - Entry into force of Regulation (EC) No 1400/2002 - Need to reorganise the distribution network,  Case C-273/06,ECLI identifier: ECLI:EU:C:2007:66,22/06/2006,26/01/2007,Austria,CONC
62014CO0045,Ó Caoimh,Cruz Villalón,Order of the Court (Eighth Chamber) of 19 June 2014,Eighth Chamber,István Balázs and Dániel Papp,Request for a preliminary ruling from the Fővárosi Ítélőtábla,Reference for a preliminary ruling — Fundamental rights — Charter of Fundamental Rights of the European Union — Articles 47; 50 and 54 — Implementation of EU law — No such implementation — Clear lack of jurisdiction of the Court,Case C‑45/14,ECLI identifier: ECLI:EU:C:2014:2021,27/01/2014,19/06/2014,Hungary,DFON
62013CO0332,Ó Caoimh,Jääskinen,Order of the Court (Eighth Chamber) of 16 January 2014,Eighth Chamber,  Ferenc Weigl v Nemzeti Innovációs Hivatal,  Reference for a preliminary ruling: Kúria - Hungary,  Reference for a preliminary ruling - Article 30 of the Charter of Fundamental Rights of the European Union - No implementation of European Union law - Court manifestly lacking jurisdiction,  Case C-332/13,ECLI identifier: ECLI:EU:C:2014:31,19/06/2013,16/01/2014,Hungary,DFON
62012CO0614,Ó Caoimh,Jääskinen,Order of the Court (Eighth Chamber) of 16 January 2014,Eighth Chamber,  Jozsef Dutka (C-614/12) v Mezőgazdasági és Vidékfejlesztési Hivatal and Csilla Sajtos (C-10/13) v Budapest Főváros VI,Check EUR-LEX webpage,Check EUR-LEX webpage,  Joined cases C-614/12 and C-10/13,ECLI identifier: ECLI:EU:C:2014:30,31/12/2012,16/01/2014,Hungary,DFON
62012CO0488,Ó Caoimh,Jääskinen,Order of the Court (Eighth Chamber) of 10 October 2013,Eighth Chamber,Nagy Sándor and Others v Hajdú-Bihar megyei Kormányhivatal and Others,Check EUR-LEX webpage,Check EUR-LEX webpage,Joined Cases C‑488/12 to C‑491/12 and C‑526/12,ECLI identifier: ECLI:EU:C:2013:703,31/10/2012,10/10/2013,Hungary,DFON
62013CO0014,Ó Caoimh,Mengozzi,Order of the Court (Eighth Chamber) of 6 June 2013,Eighth Chamber,  Gena Ivanova Cholakova v Osmo rayonno upravlenie pri Stolichna direktsia na vatreshnite raboti,  Reference for a preliminary ruling: Administrativen sad Sofia-grad - Bulgaria,  Request for a preliminary ruling - Articles 21(1) TFEU; 67 TFEU and 72 TFEU - Charter of Fundamental Rights of the European Union - National rules permitting a person to be detained in order to establish his identity - Lack of connection with European Union law - Clear lack of jurisdiction of the Court,  Case C-14/13,ECLI identifier: ECLI:EU:C:2013:374,10/1/2013,6/6/2013,Bulgaria,DFON
62011CO0483,Ó Caoimh,Jääskinen,Order of the Court (Sixth Chamber) of 14 December 2011,Sixth Chamber,  Andrei Emilian Boncea and Others (C-483/11) and Mariana Budan (C 484/11) v Statul român,  Reference for a preliminary ruling: Tribunalul Argeş - Romania,  Reference for a preliminary ruling - Articles 43; 92(1) and 103(1 )of the Rules of Procedure - Charter of Fundamental Rights of the European Union - Compensation payable to persons sentenced in political trials under the Communist regime - Right to compensation for non-material harm suffered - Failure to implement European Union law - Court clearly lacking jurisdiction,  Joined cases C-483/11 and C-484/11,ECLI identifier: ECLI:EU:C:2011:832,20/09/2011,14/12/2011,Romania,DFON
62013CO0257,Ó Caoimh,Wahl,Order of the Court (Eighth Chamber) of 14 November 2013,Eighth Chamber,  Anouthani Mlamali v Caisse d'allocations familiales des Bouches-du-Rhône,  Reference for a preliminary ruling: Tribunal des affaires de sécurité sociale des Bouches-du-Rhône - France,  Request for a preliminary ruling - Article 94 of the Rules of Procedure of the Court - Absence of sufficient information concerning the factual and regulatory background to the dispute in the main proceedings and the reasons justifying the need for an answer to the question referred for a preliminary ruling - Manifest inadmissibility,  Case C-257/13,ECLI identifier: ECLI:EU:C:2013:763,13/05/2013,14/11/2013,France,ELSJ
62010CO0194,Ó Caoimh,Trstenjak,Order of the Court (Sixth Chamber) of 24 March 2011,Sixth Chamber,  Robert Nicolaus Abt and Others v Hypo Real Estate Holding AG,  Reference for a preliminary ruling: Landgericht München I - Germany,  Reference for a preliminary ruling - Relevance of the question - No jurisdiction,  Case C-194/10,ECLI identifier: ECLI:EU:C:2011:182,21/04/2010,24/03/2011,Germany,ETAB
62013CO0397,Ó Caoimh,Mengozzi,Order of the Court (Eighth Chamber) of 29 January 2014,Eighth Chamber,  Simone Gbagbo v Council of the European Union,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-397/13 P,ECLI identifier: ECLI:EU:C:2014:46,10/7/2013,29/01/2014,,EXT
62005CO0420,Ó Caoimh,Poiares Maduro,Order of the Court (Seventh Chamber) of 15 May 2007,Seventh Chamber,  Ricosmos BV v Commission of the European Communities,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-420/05 P,ECLI identifier: ECLI:EU:C:2007:284,25/11/2005,15/05/2007,Netherlands,LCM
62009CO0345,Ó Caoimh,Jääskinen,Order of the Court (Sixth Chamber) of 9 February 2011,Sixth Chamber,  O, Fokkens,  Application for interpretation - Inadmissibility,  Case C-345/09 INT,ECLI identifier: ECLI:EU:C:2011:57,10/12/2010,9/2/2011,Netherlands,LCT
62013CO0683,Ó Caoimh,Kokott,Order of the Court (Eighth Chamber) of 19 June 2014,Eighth Chamber,  Pharmacontinente - Saúde e Higiene SA and Others v Autoridade Para As Condições do Trabalho (ACT),  Reference for a preliminary ruling: Tribunal do Trabalho da Covilhã - Portugal,  Reference for a preliminary ruling - Article 99 of the Rules of Procedure of the Court of Justice - Processing of personal data - Directive 95/46/EC - Article 2 - Concept of ‘personal data’ - Articles 6 and 7 - Principles relating to data quality and criteria for making data processing legitimate - Article 17 - Security of processing - Working time - Record of working time - Access by the national authority responsible for monitoring working conditions - Employer’s obligation to make available the record of working time so as to allow its immediate consultation,  Case C-683/13,ECLI identifier: ECLI:EU:C:2014:2028,23/12/2013,19/06/2014,Portugal,PDON
62014CO0045,Ó Caoimh,Cruz Villalón,Order of the Court (Eighth Chamber) of 19 June 2014,Eighth Chamber,István Balázs and Dániel Papp,Request for a preliminary ruling from the Fővárosi Ítélőtábla,Reference for a preliminary ruling — Fundamental rights — Charter of Fundamental Rights of the European Union — Articles 47; 50 and 54 — Implementation of EU law — No such implementation — Clear lack of jurisdiction of the Court,Case C‑45/14,ECLI identifier: ECLI:EU:C:2014:2021,27/01/2014,19/06/2014,Hungary,PRIN
62013CO0332,Ó Caoimh,Jääskinen,Order of the Court (Eighth Chamber) of 16 January 2014,Eighth Chamber,  Ferenc Weigl v Nemzeti Innovációs Hivatal,  Reference for a preliminary ruling: Kúria - Hungary,  Reference for a preliminary ruling - Article 30 of the Charter of Fundamental Rights of the European Union - No implementation of European Union law - Court manifestly lacking jurisdiction,  Case C-332/13,ECLI identifier: ECLI:EU:C:2014:31,19/06/2013,16/01/2014,Hungary,PRIN
62012CO0178,Ó Caoimh,Wahl,Order of the Court (Eighth Chamber) of 7 March 2013,Eighth Chamber,Rafaela Rivas Montes v Instituto Municipal de Deportes de Córdoba (IMDECO),Check EUR-LEX webpage,Check EUR-LEX webpage,Case C‑178/12,ECLI identifier: ECLI:EU:C:2013:150,17/04/2012,7/3/2013,Spain,PRIN
62010CO0313,Ó Caoimh,Jääskinen,Order of the President of the Second Chamber of the Court of 25 October 2011,,Land Nordrhein-Westfalen v Sylvia Jansen,Reference for a preliminary ruling: Landesarbeitsgericht Köln - Germany,Removal from the register,Case C-313/10,ECLI identifier: ECLI:EU:C:2011:688,29/06/2010,25/10/2011,Germany,PRIN
62011CO0483,Ó Caoimh,Jääskinen,Order of the Court (Sixth Chamber) of 14 December 2011,Sixth Chamber,  Andrei Emilian Boncea and Others (C-483/11) and Mariana Budan (C 484/11) v Statul român,  Reference for a preliminary ruling: Tribunalul Argeş - Romania,  Reference for a preliminary ruling - Articles 43; 92(1) and 103(1 )of the Rules of Procedure - Charter of Fundamental Rights of the European Union - Compensation payable to persons sentenced in political trials under the Communist regime - Right to compensation for non-material harm suffered - Failure to implement European Union law - Court clearly lacking jurisdiction,  Joined cases C-483/11 and C-484/11,ECLI identifier: ECLI:EU:C:2011:832,20/09/2011,14/12/2011,Romania,PRIN
62008CO0519,Ó Caoimh,Kokott,Order of the Court (Seventh Chamber) of 24 April 2009,Seventh Chamber,Archontia Koukou v Elliniko Dimosio,Reference for a preliminary ruling: Monomeles Protodikeio Athinon - Greece,Article 104(3); first paragraph; of the Rules of Procedure - Social Policy - Directive 1999/70/EC - Clauses 5 and 8 of the Framework Agreement on fixed-term work - Public sector fixed-term employment contracts - Successive contracts - Reduction in the general level of protection of workers - Measures intended to prevent abuse - Penalties - Absolute prohibition on conversion of fixed-term employment contracts to contracts of indefinite duration in the public sector - Consequences of incorrect transposition of a directive - Interpretation in conformity with Community law,Case C-519/08,ECLI identifier: ECLI:EU:C:2009:269,27/11/2008,24/04/2009,Greece,PRIN
62010CO0496,Ó Caoimh,Jääskinen,Order of the Court (Sixth Chamber) of 19 January 2012,Sixth Chamber,  Criminal proceedings against Aldo Patriciello,  Reference for a preliminary ruling: Giudice di Pace di Venafro - Italy,  Article 104(3); first subparagraph of the Rules of Procedure - Member of the European Parliament - Protocol on Privileges and Immunities - Article 8 - Criminal proceedings for the offence of insulting behaviour - Statements made outside the precincts of the European Parliament - Definition of expression of an opinion in the performance of parliamentary duties - Immunity - Conditions,  Case C-496/10,ECLI identifier: ECLI:EU:C:2012:24,15/10/2010,19/01/2012,Italy,PRIV
62009CO0521,Ó Caoimh,Mengozzi,Order of the Court (Eighth Chamber) of 1 October 2013,Eighth Chamber,  Elf Aquitaine SA v European Commission,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-521/09 P-DEP,ECLI identifier: ECLI:EU:C:2013:644,14/01/2013,1/10/2013,France,PROC
62012CO0042,Ó Caoimh,Cruz Villalón,Order of the Court (Sixth Chamber) of 29 November 2012,Sixth Chamber,  Václav Hrbek v Office for Harmonisation in the Internal Market (Trade Marks and Designs) (OHIM),Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-42/12 P,ECLI identifier: ECLI:EU:C:2012:765,25/01/2012,29/11/2012,Czech Republic,PROP
62006CO0196,Ó Caoimh,Sharpston,Order of the Court (Seventh Chamber) of 9 March 2007,Seventh Chamber,  Alecansan SL v Office for Harmonisation in the Internal Market (Trade Marks and Designs) (OHIM),Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-196/06 P,ECLI identifier: ECLI:EU:C:2007:159,26/04/2006,9/3/2007,Spain,PROP
62006CO0325,Ó Caoimh,Bot,Order of the Court (Seventh Chamber) of 20 March 2007,Seventh Chamber,  The Galileo Company and Others v Commission of the European Communities,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-325/06 P,ECLI identifier: ECLI:EU:C:2007:176,25/07/2006,20/03/2007,Netherlands; Germany; Denmark; Italy; Barbados; Spain; United Kingdom; United States; Ireland; France; Sweden; Belgium; Portugal; Provisional data,PROP
62013CO0362,Ó Caoimh,Kokott,Order of the Court (Third Chamber) of 17 September 2014,Third Chamber,Maurizio Fiamingo and Others v Rete Ferroviaria Italiana SpA,Requests for a preliminary ruling from the Corte suprema di cassazione,Rectification of a judgment,Joined Cases C-362/13; C-363/13 and C-407/13,ECLI identifier: ECLI:EU:C:2014:2238,28/06/2013,17/09/2014,Italy,RAPL
62013CO0683,Ó Caoimh,Kokott,Order of the Court (Eighth Chamber) of 19 June 2014,Eighth Chamber,  Pharmacontinente - Saúde e Higiene SA and Others v Autoridade Para As Condições do Trabalho (ACT),  Reference for a preliminary ruling: Tribunal do Trabalho da Covilhã - Portugal,  Reference for a preliminary ruling - Article 99 of the Rules of Procedure of the Court of Justice - Processing of personal data - Directive 95/46/EC - Article 2 - Concept of ‘personal data’ - Articles 6 and 7 - Principles relating to data quality and criteria for making data processing legitimate - Article 17 - Security of processing - Working time - Record of working time - Access by the national authority responsible for monitoring working conditions - Employer’s obligation to make available the record of working time so as to allow its immediate consultation,  Case C-683/13,ECLI identifier: ECLI:EU:C:2014:2028,23/12/2013,19/06/2014,Portugal,RAPL
