source,case_label,ecli,case_type,judge,advocate,country,country-chamber,chamber,main_subject,lodge_date,document_date,year_document,month_document,year_lodge,month_lodge,case_time,n_countries,joined_cases,ruling_title,ruling_name,ruling_type,ruling_content
62012CJ0421,Case Câ421/12,EU:C:2014:2064,Judgement,Toader,Cruz VillalÃ³n,Belgium,Belgium-Third Chamber,Third Chamber,2,2012-09-13,2014-07-10,2014,7,2012.0,9.0,665 days 00:00:00.000000000,1,0,Judgment of the Court (Third Chamber); 10 July 2014.,European Commission v Kingdom of Belgium.,not_specified,Failure of a Member State to fulfil obligations — Consumer protection — Unfair commercial practices — Directive 2005/29/EC — Complete harmonisation — Exclusion of the professions; dentists and physiotherapists — Restriction or prohibition of certain types of itinerant trading activities.
61993CJ0017,  Case C-17/93,EU:C:1994:299,Judgement,Zuleeg,Darmon,Belgium,Belgium-Fifth Chamber,Fifth Chamber,3,1993-01-20,1994-07-14,1994,7,1993.0,1.0,540 days 00:00:00.000000000,1,0,Judgment of the Court (Fifth Chamber) of 14 July 1994. , Criminal proceedings against J.J.J. Van der Veldt. , Reference for a preliminary ruling: Rechtbank van eerste aanleg Gent - Belgium. , Prohibition of the sale of bread and other bakery products whose salt content is higher than 2% - Obligation to set out certain information on the labelling - Articles 30 and 36 of the Treaty and Council Directive 79/112/EEC. 
61983CJ0207,  Case 207/83,EU:C:1985:161,Judgement,Koopmans,Darmon,United Kingdom,United Kingdom-not_specified,not_specified,2,1983-09-15,1985-04-25,1985,4,1983.0,9.0,588 days 00:00:00.000000000,1,0,Judgment of the Court of 25 April 1985. , Commission of the European Communities v United Kingdom of Great Britain and Northern Ireland. ,not_specified, Measures having equivalent effect - Indications of origin. 
62003CJ0211,Joined cases C-211/03; C-299/03 and C-316/03 to C-318/03,EU:C:2005:370,Judgement,Cunha Rodrigues,Geelhoed,Germany,Germany-First Chamber,First Chamber,5,2003-05-15,2005-06-09,2005,6,2003.0,5.0,756 days 00:00:00.000000000,1,1,Judgment of the Court (First Chamber) of 9 June 2005.,HLH Warenvertriebs GmbH (C-211/03) and Orthica BV (C-299/03 and C-316/03 to C-318/03) v Bundesrepublik Deutschland.,Reference for a preliminary ruling: Oberverwaltungsgericht für das Land Nordrhein-Westfalen - Germany.,Free movement of goods - Distinction between medicinal products and food additives - Product marketed as a food additive in the Member State of origin but treated as a medicinal product in the Member State of import - Marketing authorisation.
62005CJ0343,  Case C-343/05,EU:C:2006:340,Judgement,Cunha Rodrigues,Geelhoed,Finland,Finland-Fourth Chamber,Fourth Chamber,3,2005-09-13,2006-05-18,2006,5,2005.0,9.0,247 days 00:00:00.000000000,1,0,Judgment of the Court (Fourth Chamber) of 18 May 2006. , Commission of the European Communities v Republic of Finland. ,not_specified, Failure by a Member State to fulfil its obligations -Directive 2001/37/EC -Manufacture; presentation and sale of tobacco products - Prohibition on placing on the market of tobacco for oral use - Failure to transpose within the prescribed period. 
62003CJ0210,Case C-210/03,EU:C:2004:802,Judgement,Cunha Rodrigues,Geelhoed,United Kingdom,United Kingdom-Grand Chamber,Grand Chamber,5,2003-05-15,2004-12-14,2004,12,2003.0,5.0,579 days 00:00:00.000000000,1,0,Judgment of the Court (Grand Chamber) of 14 December 2004.,The Queen; on the application of: Swedish Match AB and Swedish Match UK Ltd v Secretary of State for Health.,Reference for a preliminary ruling: High Court of Justice (England &amp; Wales); Queen's Bench Division (Administrative Court) - United Kingdom.,Directive 2001/37/EC - Manufacture; presentation and sale of tobacco products - Article 8 - Prohibition of placing on the market of tobacco products for oral use - Validity - Interpretation of Articles 28 EC to 30 EC - Compatibility of national legislation laying down the same prohibition.
62002CJ0434,  Case C-434/02,EU:C:2004:800,Judgement,Cunha Rodrigues,Geelhoed,Germany,Germany-Grand Chamber,Grand Chamber,5,2002-11-29,2004-12-14,2004,12,2002.0,11.0,746 days 00:00:00.000000000,1,0,Judgment of the Court (Grand Chamber) of 14 December 2004. , Arnold André GmbH &amp; Co. KG v Landrat des Kreises Herford. , Reference for a preliminary ruling: Verwaltungsgericht Minden - Germany. , Directive 2001/37/EC - Manufacture; presentation and sale of tobacco products - Article 8 - Prohibition of placing on the market of tobacco products for oral use - Validity. 
62001CJ0491,Case C-491/01,EU:C:2002:741,Judgement,La Pergola,Geelhoed,United Kingdom,United Kingdom-not_specified,not_specified,4,2001-12-19,2002-12-10,2002,12,2001.0,12.0,356 days 00:00:00.000000000,1,0,Judgment of the Court of 10 December 2002.,The Queen v Secretary of State for Health; ex parte British American Tobacco (Investments) Ltd and Imperial Tobacco Ltd.,Reference for a preliminary ruling: High Court of Justice (England &amp; Wales); Queen's Bench Division (Administrative Court) - United Kingdom.,Directive 2001/37/EC - Manufacture; presentation and sale of tobacco products - Validity - Legal basis - Articles 95 EC and 133 EC - Interpretation - Applicability to tobacco products manufactured in the Community and intended for export to non-member countries.
62002CJ0239,  Case C-239/02,EU:C:2004:445,Judgement,Cunha Rodrigues,Geelhoed,Belgium,Belgium-Second Chamber,Second Chamber,3,2002-07-01,2004-07-15,2004,7,2002.0,7.0,745 days 00:00:00.000000000,1,0,Judgment of the Court (Second Chamber) of 15 July 2004. ," Douwe Egberts NV v Westrom Pharma NV and Christophe Souranis; carrying on business under the commerical name of ""Etablissements FICS' and Douwe Egberts NV v FICS-World BVBA. ", Reference for a preliminary ruling: Rechtbank van Koophandel te Hasselt - Belgium. , Approximation of laws - Interpretation of Article 28 EC and of Directives 1999/4/EC and 2000/13/EC - Validity of Directive 1999/4/EC - Labelling and advertising of foodstuffs - Prohibitions of references to health. 
62000CJ0421,  Joined cases C-421/00; C-426/00 and C-16/01,EU:C:2003:46,Judgement,Cunha Rodrigues,Geelhoed,Austria,Austria-Sixth Chamber,Sixth Chamber,3,2000-11-14,2003-01-23,2003,1,2000.0,11.0,800 days 00:00:00.000000000,1,1,Judgment of the Court (Sixth Chamber) of 23 January 2003. , Renate Sterbenz (C-421/00) and Paul Dieter Haug (C-426/00 and C-16/01). , References for a preliminary ruling: Unabhängiger Verwaltungssenat für Kärnten; Unabhängiger Verwaltungssenat Wien and Verwaltungsgerichtshof - Austria. , Approximation of laws - Articles 28 EC and 30 EC - Directive 79/112/EEC - Labelling and presentation of foodstuffs. 
62001CJ0099,  Case C-99/01,EU:C:2002:618,Judgement,Cunha Rodrigues,Geelhoed,Austria,Austria-Sixth Chamber,Sixth Chamber,3,2001-02-28,2002-10-24,2002,10,2001.0,2.0,603 days 00:00:00.000000000,1,0,Judgment of the Court (Sixth Chamber) of 24 October 2002. , Criminal proceedings against Gottfried Linhart and Hans Biffl. , Reference for a preliminary ruling: Verwaltungsgerichtshof - Austria. , Approximation of laws - Articles 30 and 36 of the EC Treaty (now; after amendment; Articles 28 EC and 30 EC) - Directive 76/768/EEC relating to cosmetic products - Directive 84/450/EEC concerning misleading advertising - National legislation laying down restrictions on advertising. 
62004CJ0177,  Case C-177/04,EU:C:2006:173,Judgement,Schiemann,Geelhoed,France,France-Grand Chamber,Grand Chamber,2,2004-04-14,2006-03-14,2006,3,2004.0,4.0,699 days 00:00:00.000000000,1,0,Judgment of the Court (Grand Chamber) of 14 March 2006. , Commission of the European Communities v French Republic. ,not_specified, Failure of a Member State to fulfil obligations - Directive 85/374/EEC - Product liability - Judgment of the Court finding a failure to fulfil obligations - Failure to take measures to comply - Article 228 EC - Financial penalties - Partial compliance with the judgment during the proceedings. 
62004CJ0127,Case C-127/04,EU:C:2006:93,Judgement,Jann,Geelhoed,United Kingdom,United Kingdom-First Chamber,First Chamber,2,2004-03-08,2006-02-09,2006,2,2004.0,3.0,703 days 00:00:00.000000000,1,0,Judgment of the Court (First Chamber) of 9 February 2006.,Declan O'Byrne v Sanofi Pasteur MSD Ltd and Sanofi Pasteur SA.,Reference for a preliminary ruling: High Court of Justice (England &amp; Wales); Queen's Bench Division - United Kingdom.,"Directive 85/374/EEC - Liability for defective products - Definition of ""putting into circulation' of the product - Supply by the producer to a wholly owned subsidiary."
62003CJ0402,  Case C-402/03,EU:C:2006:6,Judgement,Jann,Geelhoed,Denmark,Denmark-Grand Chamber,Grand Chamber,2,2003-09-29,2006-01-10,2006,1,2003.0,9.0,834 days 00:00:00.000000000,1,0,Judgment of the Court (Grand Chamber) of 10 January 2006. , Skov Æg v Bilka Lavprisvarehus A/S and Bilka Lavprisvarehus A/S v Jette Mikkelsen and Michael Due Nielsen. , Reference for a preliminary ruling: Vestre Landsret - Denmark. , Directive 85/374/EEC - Liability for defective products - Liability of the supplier of a defective product. 
62003CJ0070,  Case C-70/03,EU:C:2004:505,Judgement,Jann,Geelhoed,Spain,Spain-First Chamber,First Chamber,2,2003-02-17,2004-09-09,2004,9,2003.0,2.0,570 days 00:00:00.000000000,1,0,Judgment of the Court (First Chamber) of 9 September 2004. , Commission of the European Communities v Kingdom of Spain. ,not_specified, Failure of a Member State to fulfil obligations - Directive 93/13/EEC - Unfair terms in consumer contracts - Rules of interpretation - Rules concerning conflict of laws. 
62000CJ0221,  Case C-221/00,EU:C:2003:44,Judgement,Cunha Rodrigues,Geelhoed,Austria,Austria-Sixth Chamber,Sixth Chamber,2,2000-05-31,2003-01-23,2003,1,2000.0,5.0,967 days 00:00:00.000000000,1,0,Judgment of the Court (Sixth Chamber) of 23 January 2003. , Commission of the European Communities v Republic of Austria. ,not_specified, Failure by a Member State to fulfil its obligations - Approximation of laws - Articles 28 EC and 30 EC - Directive 79/112/EEC - Labelling and presentation of foodstuffs. 
61999CJ0478,  Case C-478/99,EU:C:2002:281,Judgement,Jann,Geelhoed,Sweden,Sweden-Fifth Chamber,Fifth Chamber,2,1999-12-16,2002-05-07,2002,5,1999.0,12.0,873 days 00:00:00.000000000,1,0,Judgment of the Court (Fifth Chamber) of 7 May 2002. , Commission of the European Communities v Kingdom of Sweden. ,not_specified, Failure by a Member State to fulfil its obligations - Directive 93/13/EEC - Unfair terms in consumer contracts - Obligation to reproduce in national legislation the list of terms which may be regarded as unfair contained in the annex to Directive 93/13. 
62000CJ0183,  Case C-183/00,EU:C:2002:255,Judgement,Jann,Geelhoed,Spain,Spain-Fifth Chamber,Fifth Chamber,2,2000-05-16,2002-04-25,2002,4,2000.0,5.0,709 days 00:00:00.000000000,1,0,Judgment of the Court (Fifth Chamber) of 25 April 2002. , María Victoria González Sánchez v Medicina Asturiana SA. , Reference for a preliminary ruling: Juzgado de Primera Instancia e Instrucción nº 5 de Oviedo - Spain. , Approximation of laws - Directive 85/374/EEC - Product liability - Relationship with other systems of liability. 
62000CJ0052,  Case C-52/00,EU:C:2002:252,Judgement,Jann,Geelhoed,France,France-Fifth Chamber,Fifth Chamber,2,2000-02-17,2002-04-25,2002,4,2000.0,2.0,798 days 00:00:00.000000000,1,0,Judgment of the Court (Fifth Chamber) of 25 April 2002. , Commission of the European Communities v French Republic. ,not_specified, Failure by a Member State to fulfil its obligations - Directive 85/374/EEC - Product liability - Incorrect transposition. 
62000CJ0154,  Case C-154/00,EU:C:2002:254,Judgement,Jann,Geelhoed,Greece,Greece-Fifth Chamber,Fifth Chamber,2,2000-04-25,2002-04-25,2002,4,2000.0,4.0,730 days 00:00:00.000000000,1,0,Judgment of the Court (Fifth Chamber) of 25 April 2002. , Commission of the European Communities v Hellenic Republic. ,not_specified, Failure by a Member State to fulfil its obligations - Directive 85/374/EEC - Product liability - Incorrect transposition. 
62008CJ0393,  Case C-393/08,EU:C:2010:388,Judgement,Levits,JÃ¤Ã¤skinen,Italy,Italy-First Chamber,First Chamber,3,2008-09-10,2010-07-01,2010,7,2008.0,9.0,659 days 00:00:00.000000000,1,0,Judgment of the Court (First Chamber) of 1 July 2010.,Emanuela Sbarigia v Azienda USL RM/A and Others.,Reference for a preliminary ruling: Tribunale amministrativo regionale per il Lazio - Italy.,National legislation governing opening times and closing days of pharmacies - Exemption - Power of decision of the competent authorities.
62014CJ0157,Case C-157/14,EU:C:2015:823,Judgement,Safjan,JÃ¤Ã¤skinen,France,France-Fourth Chamber,Fourth Chamber,4,2014-04-04,2015-12-17,2015,12,2014.0,4.0,622 days 00:00:00.000000000,1,0,Judgment of the Court (Fourth Chamber) of 17 December 2015.,Société Neptune Distribution v Ministre de l'Économie et des Finances.,Request for a preliminary ruling from the Conseil d'État (France).,Reference for a preliminary ruling — Regulation (EC) No 1924/2006 — Directive 2009/54/EC — Articles 11(1) and 16 of the Charter of Fundamental Rights of the European Union — Consumer protection — Nutrition and health claims — Natural mineral waters — Sodium/salt content — Calculation — Sodium chloride (table salt) or total amount of sodium — Freedom of expression and information — Freedom to conduct a business.
62014CJ0207,Case C-207/14,EU:C:2015:414,Judgement,JaraÅ¡iÅ«nas,JÃ¤Ã¤skinen,Slovenia,Slovenia-Third Chamber,Third Chamber,4,2014-04-25,2015-06-24,2015,6,2014.0,4.0,425 days 00:00:00.000000000,1,0,Judgment of the Court (Third Chamber) of 24 June 2015.,Hotel Sava Rogaška; Gostinstvo; turizem in storitve; d.o.o. v Republika Slovenija.,Request for a preliminary ruling from the Vrhovno sodišče Republike Slovenije.,Reference for a preliminary ruling — Approximation of laws — Natural mineral water — Directive 2009/54/EC — Article 8(2) — Annex I — Prohibition on marketing ‘natural mineral water from one and the same spring’ under more than one trade description — Meaning.
